id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
3693379045,王牌特工：特工学院,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2231932406.jpg,2015-03-27(中国大陆),https://movie.douban.com/subject/24405378/,8.4,"喜剧,动作,冒险",4,,,2023-02-16 02:06:17,2014 / 英国 美国 / 喜剧 动作 冒险 / 马修·沃恩 / 塔伦·埃哲顿 科林·费尔斯
3693378332,西线无战事,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2879787106.jpg,2022-09-12(多伦多电影节),https://movie.douban.com/subject/3042261/,8.5,"剧情,动作,战争",4,,,2023-02-16 02:04:51,2022 / 德国 美国 英国 / 剧情 动作 战争 / 爱德华·贝尔格 / 费利克斯·卡默雷尔 阿尔布雷希特·舒赫
3693377769,阿凡达：水之道,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2884182275.jpg,2022-12-16(美国/中国大陆),https://movie.douban.com/subject/4811774/,7.9,"动作,科幻,冒险",2,,,2023-02-16 02:03:50,2022 / 美国 / 动作 科幻 冒险 / 詹姆斯·卡梅隆 / 萨姆·沃辛顿 佐伊·索尔达娜
3693377438,壮志凌云2：独行侠,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2870610648.jpg,2022-05-18(戛纳电影节),https://movie.douban.com/subject/6893932/,8,动作,3,,,2023-02-16 02:03:11,2022 / 美国 中国大陆 / 动作 / 约瑟夫·科辛斯基 / 汤姆·克鲁斯 詹妮弗·康纳利
3690425581,三体,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2886492021.jpg,2023-01-15(中国大陆),https://movie.douban.com/subject/26647087/,8.3,"剧情,科幻",5,,,2023-02-13 18:03:45,2023 / 中国大陆 / 剧情 科幻 / 杨磊 / 张鲁一 于和伟
3690425977,流浪地球2,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2885955777.jpg,2023-01-22(中国大陆),https://movie.douban.com/subject/35267208/,8.2,"科幻,冒险,灾难",,,,2023-02-13 16:37:16,2023 / 中国大陆 / 科幻 冒险 灾难 / 郭帆 / 吴京 刘德华
2918898364,航拍中国 第一季,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2453950384.jpg,2017-01-28(中国大陆),https://movie.douban.com/subject/26694967/,9.1,纪录片,,,,2021-06-18 13:38:53,2017 / 中国大陆 / 纪录片 / 余乐 林婕 张晓敏 杨光照 夏萌 马静 江小玲
2904000556,星月童话,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2157774740.jpg,1999-04-01(中国香港),https://movie.douban.com/subject/1295284/,8.2,"剧情,爱情,惊悚",,,,2021-06-06 00:50:23,1999 / 中国香港 日本 / 剧情 爱情 惊悚 / 李仁港 / 张国荣 常盘贵子
2893749910,致命ID,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2558364386.jpg,2003-04-25(美国),https://movie.douban.com/subject/1297192/,8.9,"剧情,悬疑,惊悚",,,,2021-05-28 12:28:02,2003 / 美国 / 剧情 悬疑 惊悚 / 詹姆斯·曼高德 / 约翰·库萨克 雷·利奥塔
2893749796,哈利·波特与死亡圣器(下),,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1131848955.jpg,2011-08-04(中国大陆),https://movie.douban.com/subject/3011235/,9,"奇幻,冒险",,,,2021-05-28 12:27:52,2011 / 美国 英国 / 奇幻 冒险 / 大卫·叶茨 / 丹尼尔·雷德克里夫 艾玛·沃森
2893749657,心灵捕手,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p480965695.jpg,1997-12-05(美国),https://movie.douban.com/subject/1292656/,8.9,剧情,,,,2021-05-28 12:27:39,1997 / 美国 / 剧情 / 格斯·范·桑特 / 马特·达蒙 罗宾·威廉姆斯
2893749373,拯救大兵瑞恩,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1014542496.jpg,1998-11-13(中国大陆),https://movie.douban.com/subject/1292849/,9.1,"剧情,战争",,,,2021-05-28 12:27:19,1998 / 美国 / 剧情 战争 / 史蒂文·斯皮尔伯格 / 汤姆·汉克斯 汤姆·塞兹摩尔
2893749148,看不见的客人,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2498971355.jpg,2017-09-15(中国大陆),https://movie.douban.com/subject/26580232/,8.8,"剧情,悬疑,惊悚",,,,2021-05-28 12:27:02,2016 / 西班牙 / 剧情 悬疑 惊悚 犯罪 / 奥里奥尔·保罗 / 马里奥·卡萨斯 阿娜·瓦格纳
2893748897,美丽心灵,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1665997400.jpg,2001-12-13(加州首映),https://movie.douban.com/subject/1306029/,9.1,"剧情,传记",,,,2021-05-28 12:26:43,2001 / 美国 / 剧情 传记 / 朗·霍华德 / 罗素·克劳 艾德·哈里斯
2893748788,绿皮书,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2549177902.jpg,2019-03-01(中国大陆),https://movie.douban.com/subject/27060077/,8.9,"剧情,喜剧,音乐",,,,2021-05-28 12:26:33,2018 / 美国 中国大陆 / 剧情 喜剧 音乐 传记 / 彼得·法雷里 / 维果·莫腾森 马赫沙拉·阿里
2893748684,让子弹飞,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1512562287.jpg,2010-12-16(中国大陆),https://movie.douban.com/subject/3742360/,9,"剧情,喜剧,动作",,,,2021-05-28 12:26:25,2010 / 中国大陆 中国香港 / 剧情 喜剧 动作 西部 / 姜文 / 姜文 葛优
